id,productId,userId,rating,title,comment,createdAt,updatedAt
fb2bf8c7-c264-4c9d-a032-bb52e4de99ee,18ab8c3a-7e68-4bb5-841b-4854ec2ba2fa,e50431f7-12b9-4a54-80ec-5f8a6a03c22f,4,Perfect,Good product but a bit overpriced.,2023-10-22T01:19:07.282324Z,2024-04-25T08:22:45.438382Z
57cbfd3e-02e5-4378-97f5-87a8b28f9b7e,18ab8c3a-7e68-4bb5-841b-4854ec2ba2fa,2c4303d8-9ea8-4ce1-9756-75c872aa3b52,4,Great product!,"Expected more based on reviews, but it's decent.",2022-02-11T00:03:42.780931Z,2023-12-01T06:18:30.293768Z
220da07d-c238-4b1b-9be9-b3cde9f1fbb1,18ab8c3a-7e68-4bb5-841b-4854ec2ba2fa,6a1658e7-c4b5-40e1-b5d9-7037f02da2f2,4,Good value,"Expected more based on reviews, but it's decent.",2022-09-16T15:23:21.319141Z,2023-01-08T03:42:00.716137Z
d384cad2-00d9-4144-88b5-28b67b7c09c3,18ab8c3a-7e68-4bb5-841b-4854ec2ba2fa,90d5a2a9-8eba-4bbb-bc57-d1a8ebbc3972,5,Could be better,"Perfect for my needs, great build quality.",2023-01-05T23:51:23.779020Z,2024-08-30T16:38:23.249825Z
b89afeda-2bce-4a10-86d0-a7486eb3dd81,18ab8c3a-7e68-4bb5-841b-4854ec2ba2fa,d1e79352-c102-432b-bb12-bb78573b0eee,3,Terrible,Good product but a bit overpriced.,2022-03-31T03:08:40.778659Z,2023-12-07T03:02:37.956486Z
4013bc7a-90e3-4c89-b24c-e6d2fb1facac,18ab8c3a-7e68-4bb5-841b-4854ec2ba2fa,acc01fec-8063-46d7-bba1-f3bda58d8375,5,Highly recommend,"Would definitely buy again, very satisfied with the quality.",2023-12-23T14:59:06.078516Z,2024-09-27T19:21:19.760585Z
74c72ffb-384d-4c92-bf82-b809d75951b4,bb0f8a71-8075-4ae2-86cb-35a1972aa5a2,0017ffbe-97c4-4b23-99fe-e540bb9898fd,3,Okay product,"Expected more based on reviews, but it's decent.",2022-02-14T04:12:26.577236Z,2023-07-16T17:22:57.383791Z
a07e97b9-e024-4733-8551-97d81c81d830,bb0f8a71-8075-4ae2-86cb-35a1972aa5a2,a24a2319-f51e-4e24-a6a3-e089646464b4,4,Not bad,Highly recommend to everyone!,2023-03-23T02:30:26.549205Z,2024-08-19T00:10:38.287465Z
741759e8-7516-4406-bd02-76e5d1de48dc,bb0f8a71-8075-4ae2-86cb-35a1972aa5a2,ce1ccc2c-f814-47eb-a483-316e81afd0a4,5,Disappointed,I absolutely love this product! Exceeded my expectations.,2023-08-03T01:50:44.199429Z,2024-09-13T15:43:34.912529Z
30ac21f4-a2d3-498a-a704-5e907bd26aae,bb0f8a71-8075-4ae2-86cb-35a1972aa5a2,9c4d8ce8-18fb-469c-839a-97641f7f6a9c,5,Could be better,Amazing quality and fast shipping!,2024-02-08T16:24:35.817230Z,2024-08-25T12:38:17.216976Z
05365038-cbfe-4a85-85d5-b0828de9b058,bb0f8a71-8075-4ae2-86cb-35a1972aa5a2,22392f7f-b9f8-4ecf-b08d-9f8d4aa2a8ae,1,Terrible,"Would definitely buy again, very satisfied with the quality.",2023-08-30T22:00:56.973736Z,2024-10-07T16:29:32.742133Z
6c222246-1d1c-4423-9e7b-5e1ac7e5d736,bb0f8a71-8075-4ae2-86cb-35a1972aa5a2,b2114639-6082-4f8c-bce0-a50ee53ac599,4,Disappointed,Good but could use some improvements.,2022-08-14T09:45:17.578972Z,2022-12-13T05:14:02.559484Z
e0ce4a66-1aa8-4477-95eb-3ae9039f3dd5,bb0f8a71-8075-4ae2-86cb-35a1972aa5a2,5597da9f-fe31-4793-b926-b00377dbffea,3,Love it,"Expected more based on reviews, but it's decent.",2024-08-22T08:59:08.283571Z,2024-09-04T20:15:52.220172Z
dfe7e064-ff2f-4512-8bbf-623aa9f610e8,bb0f8a71-8075-4ae2-86cb-35a1972aa5a2,b1270b50-ad7b-4ed6-9a75-e5d6e255f36f,2,Love it,"Perfect for my needs, great build quality.",2023-10-10T19:23:20.087289Z,2024-10-05T17:16:46.140101Z
fc98c7b4-386a-43f5-95ab-85c44078d8c0,30769e80-510d-4682-98d4-9ae7ea6c5293,9338204c-e848-43e6-af89-1d311b466026,4,Excellent quality,I absolutely love this product! Exceeded my expectations.,2023-10-03T00:52:22.229931Z,2024-10-11T08:11:16.016398Z
700e1780-4d0f-426a-a73d-4d144652a447,30769e80-510d-4682-98d4-9ae7ea6c5293,62e5606f-6d0c-453b-95af-b116b4c2fe85,5,Fantastic,Best purchase I've made this year!,2024-08-19T18:06:46.781996Z,2024-11-24T20:16:55.656649Z
03750ec0-9034-47e0-b8eb-60eb7379c4f4,30769e80-510d-4682-98d4-9ae7ea6c5293,f9e30605-b790-4137-9d58-05c55d55691f,4,Highly recommend,Good but could use some improvements.,2023-03-29T07:20:17.213824Z,2024-11-13T20:51:54.789470Z
a62c0879-4e2d-4870-87e1-c804ba9b53da,30769e80-510d-4682-98d4-9ae7ea6c5293,0f996f15-aff9-4167-a68a-f18f54f2bbac,3,Highly recommend,"Average product, nothing outstanding.",2024-01-14T13:23:09.945991Z,2024-09-15T02:31:11.481705Z
39bcdd14-82c5-46be-870f-0bbc1a7fbc61,30769e80-510d-4682-98d4-9ae7ea6c5293,22392f7f-b9f8-4ecf-b08d-9f8d4aa2a8ae,5,Could be better,"Would definitely buy again, very satisfied with the quality.",2023-08-07T15:46:11.679020Z,2023-12-29T00:19:10.928255Z
8aaeb5b5-a050-445c-aab8-7d96b41ea5fd,30769e80-510d-4682-98d4-9ae7ea6c5293,c84a929f-7be6-4dd9-bde2-8542b2407a79,5,Love it,"Poor quality, broke after a week.",2022-07-12T02:09:04.447107Z,2023-03-20T14:58:41.422056Z
a8c6db41-2382-4ea5-98e6-451983817a3a,30769e80-510d-4682-98d4-9ae7ea6c5293,cbf06922-676c-48f9-b962-438ccb7a7237,5,Could be better,"Average product, nothing outstanding.",2024-02-08T00:38:06.396230Z,2024-08-22T00:07:52.014210Z
098af760-9efc-4683-b774-68d957b15e8c,a446be12-ee51-4006-91fb-3977aed4af9b,e21cd177-cf57-4ca5-a93e-64fe0c806d79,3,Not bad,"Not what I expected, quality could be much improved.",2022-05-27T20:38:00.830892Z,2022-06-05T03:34:47.858002Z
2a640d73-f8cd-475a-bff7-80b35673b1e3,62835ce7-4cc3-4651-8a19-7b69f82ceefb,dfce78e1-2aa7-4738-a6a2-5f5ca0b48876,5,Highly recommend,"Expected more based on reviews, but it's decent.",2023-05-07T18:57:28.855076Z,2023-10-21T09:21:30.162018Z
5d7066a4-76ac-421d-8648-feb4982c6730,62835ce7-4cc3-4651-8a19-7b69f82ceefb,a5088e4c-1446-4548-b36e-dbfe9e98c5bc,2,Okay product,"Not what I expected, quality could be much improved.",2023-10-05T17:07:01.864996Z,2023-10-27T03:34:18.107548Z
15c8d744-85d8-45af-b389-43cdc919438b,62835ce7-4cc3-4651-8a19-7b69f82ceefb,2e38ed97-0925-405c-8617-7410b620b011,5,Good value,"Expected more based on reviews, but it's decent.",2022-01-02T07:01:14.447883Z,2024-03-01T04:22:41.300780Z
41d7050a-ab47-487e-bd94-dfa0c2f49b14,62835ce7-4cc3-4651-8a19-7b69f82ceefb,e4d423e1-bcd7-4afb-9b9e-60ea42662ddd,5,Love it,Good product but a bit overpriced.,2023-12-05T22:52:57.117869Z,2024-08-12T05:07:14.106678Z
557a9e6c-f211-4c18-9358-0daf2abf7a59,62835ce7-4cc3-4651-8a19-7b69f82ceefb,12badee1-43de-4f2e-be07-75f88c291e83,5,Excellent quality,"It's okay for the price, nothing special.",2023-09-23T10:07:23.968170Z,2023-11-05T01:38:09.186717Z
642f6244-dbc2-4003-8b38-6014d7bfa607,62835ce7-4cc3-4651-8a19-7b69f82ceefb,57f5b865-1e97-4a2e-a5d0-6e08af75ad98,4,Terrible,"Expected more based on reviews, but it's decent.",2023-11-27T13:09:57.699686Z,2024-11-12T09:39:52.300947Z
bc7c8694-6ea6-4ac4-a73c-8a0918f3243e,d248e243-4f4d-43ef-baa7-d9ff026ab3cd,86820d4a-b951-4e16-b75b-272c110cc8cc,2,Poor quality,Amazing quality and fast shipping!,2023-11-09T11:59:16.850100Z,2024-11-07T02:50:00.903572Z
116d9a2a-332d-4cba-adb9-2ddd4f4a8c77,d248e243-4f4d-43ef-baa7-d9ff026ab3cd,d71a068e-3ba8-47bf-b914-50699f3c86ba,5,Outstanding,Excellent customer service and product.,2022-05-31T10:09:24.468394Z,2024-06-07T15:52:04.118661Z
2755a507-40d8-49c6-9136-a0a18f4dc099,d248e243-4f4d-43ef-baa7-d9ff026ab3cd,7d6801fc-1265-4b36-89ff-77c4ae06cce9,4,Okay product,"Not what I expected, quality could be much improved.",2022-05-29T02:20:08.190706Z,2024-07-22T12:22:20.518213Z
d83ae244-1119-4c5a-9812-de75f8cee2c0,d248e243-4f4d-43ef-baa7-d9ff026ab3cd,a5868675-48ac-4741-9718-f349320d9f76,4,Good value,"Poor quality, broke after a week.",2024-03-23T20:21:08.841105Z,2024-07-26T12:26:35.521249Z
b447cac6-b81a-4b40-aa96-b6a00b3d18b4,d248e243-4f4d-43ef-baa7-d9ff026ab3cd,62e5606f-6d0c-453b-95af-b116b4c2fe85,4,Perfect,Exactly what I was looking for.,2024-04-21T07:24:05.609184Z,2024-10-21T13:33:36.814316Z
1ed131d6-cfac-4e16-b5b8-74df68c06c12,d248e243-4f4d-43ef-baa7-d9ff026ab3cd,37f9c37e-6697-4452-a228-e25173744dd4,5,Highly recommend,"Average product, nothing outstanding.",2022-03-31T07:23:00.213154Z,2024-08-18T00:23:35.496947Z
5ed5c2cd-7911-4a8e-aeb6-4afa2bf0efde,8f34d4de-798d-4fcf-a844-5238cea9f2ea,a52e1e1b-e553-418a-9f5a-16d40d9db603,2,Poor quality,"Perfect for my needs, great build quality.",2023-01-05T04:18:29.151141Z,2024-07-22T13:15:13.868034Z
8500f62d-7c0f-4113-92a7-76ed7fbdb5cf,8f34d4de-798d-4fcf-a844-5238cea9f2ea,dd3f656d-0519-4a21-a54f-5af11d1ece48,2,Could be better,"It's okay for the price, nothing special.",2023-12-14T22:09:24.768691Z,2023-12-27T22:27:23.056710Z
b77a061f-e00e-4dc3-a2a4-cfc2bdcec721,8f34d4de-798d-4fcf-a844-5238cea9f2ea,f1fcc279-4524-4b65-8670-b206d7d0507f,2,Terrible,"It's okay for the price, nothing special.",2023-05-04T19:55:10.031652Z,2023-10-01T11:09:05.256949Z
4119706a-11a6-4029-b89c-0e14d83a7d08,938f13bb-7a3d-4850-86b8-6abd45e3d509,26b5ff73-0df5-4ba1-a91b-29c6ce1ad624,4,Fantastic,Good product but a bit overpriced.,2022-06-03T05:30:47.146918Z,2024-07-08T16:44:19.493024Z
23b1c98a-4e9f-410c-899f-c6a99960ea0b,938f13bb-7a3d-4850-86b8-6abd45e3d509,cd8d7315-1306-4e24-ad62-3cb0d46b2aa8,5,Amazing!,Best purchase I've made this year!,2023-10-23T22:00:18.116671Z,2024-01-10T01:56:41.033679Z
c2a0095a-85f3-45af-805b-79820fbcaede,eecaef18-52b0-4cb5-8995-d3cc441d5ddc,3035124c-719b-4373-8a2c-d29a77df9c95,3,Good value,Good but could use some improvements.,2023-03-10T21:56:29.581074Z,2023-11-29T18:32:19.743810Z
c368326e-f039-4641-a191-581dda527a54,eecaef18-52b0-4cb5-8995-d3cc441d5ddc,bc5bcd84-5467-4041-a988-9fa9ef2887f1,4,Could be better,"Not what I expected, quality could be much improved.",2022-04-05T16:24:08.779233Z,2022-11-07T12:39:03.229540Z
0d593ec2-ad6e-435e-846f-ab0ba6d7d3fb,eecaef18-52b0-4cb5-8995-d3cc441d5ddc,dd830522-495d-49a1-a64d-ab9d3271db58,3,Okay product,Exactly what I was looking for.,2023-09-12T02:52:44.491190Z,2024-05-13T10:41:41.424778Z
182158f0-95ab-4381-9009-c2adf2353f63,2f5ac538-16b9-4116-9157-ffd4a6b54a8d,4269b741-747d-4d82-a03e-ff6102a43499,2,Excellent quality,Excellent customer service and product.,2023-03-11T06:17:06.109471Z,2023-05-29T11:38:49.887734Z
9e6ae1c8-b82b-4ec6-83c6-1adc7580bba8,2f5ac538-16b9-4116-9157-ffd4a6b54a8d,6d280020-c0df-48fa-a880-778fc912386d,1,Disappointed,"Expected more based on reviews, but it's decent.",2023-07-09T03:04:13.626116Z,2023-07-20T09:12:35.211524Z
bb564760-6b6c-440a-9419-fd90ef8c7b39,2f5ac538-16b9-4116-9157-ffd4a6b54a8d,1efa2876-1cb6-4985-bf3f-ee64d39fa08e,5,Highly recommend,"Not what I expected, quality could be much improved.",2022-03-29T18:36:02.591123Z,2024-06-15T15:02:03.329861Z
750e306f-a7a9-434b-a9d6-721e45baaa7f,2f5ac538-16b9-4116-9157-ffd4a6b54a8d,97209e6b-d421-4b5c-9e15-1d742d41bc07,5,Great product!,"Perfect for my needs, great build quality.",2024-02-09T09:25:32.204350Z,2024-07-19T12:46:22.135808Z
ed50ad1f-eeb0-43f8-b744-f5b98ccaa210,2f5ac538-16b9-4116-9157-ffd4a6b54a8d,f1fcc279-4524-4b65-8670-b206d7d0507f,5,Excellent quality,Good product but a bit overpriced.,2024-07-07T23:32:06.526570Z,2024-08-14T00:37:50.400673Z
48775fa1-5e9b-4760-a2a9-f01c32d9bdf1,2f5ac538-16b9-4116-9157-ffd4a6b54a8d,783819c0-0cb5-4ea6-8439-352aa76a1938,4,Fantastic,I absolutely love this product! Exceeded my expectations.,2022-10-25T05:09:43.485602Z,2023-01-13T20:05:45.242818Z
c62b859c-0cd5-4f2c-8153-726ffff8e066,2f5ac538-16b9-4116-9157-ffd4a6b54a8d,acc01fec-8063-46d7-bba1-f3bda58d8375,3,Love it,Excellent customer service and product.,2022-05-25T22:10:32.541380Z,2024-06-09T19:41:33.975413Z
26704be5-2898-4d8c-b822-b01cdfc3b83f,066f483c-b0a2-4833-bce8-577cfb6ab029,a24a2319-f51e-4e24-a6a3-e089646464b4,5,Excellent quality,"Not what I expected, quality could be much improved.",2023-01-04T19:54:27.041956Z,2024-12-03T12:15:13.640037Z
203b0b5a-dd59-4975-af81-be4cb2a2ae30,066f483c-b0a2-4833-bce8-577cfb6ab029,953a368e-10fd-45c9-abb9-2c7aac2a5a68,2,Could be better,"Poor quality, broke after a week.",2023-10-05T15:06:51.015667Z,2023-12-17T09:35:55.836116Z
0c7a8355-f746-4476-95b0-daea9222d6b6,066f483c-b0a2-4833-bce8-577cfb6ab029,5766259b-3b19-4564-8cb5-b0f215af9148,5,Amazing!,"It's okay for the price, nothing special.",2023-04-11T10:10:59.309967Z,2023-09-23T02:17:36.380977Z
d2f57a61-4804-4247-997c-4fe2122dbdbc,066f483c-b0a2-4833-bce8-577cfb6ab029,2571a6bf-09fa-4afe-a550-7b68cc7e3f14,2,Could be better,"Average product, nothing outstanding.",2024-03-01T14:16:30.268463Z,2024-10-13T20:59:08.985482Z
19250178-ce47-49bd-9a17-164f04c92a5a,066f483c-b0a2-4833-bce8-577cfb6ab029,74919595-2489-47a7-a2a9-5648bc37db88,5,Amazing!,I absolutely love this product! Exceeded my expectations.,2023-01-08T09:25:26.898630Z,2024-10-03T21:08:28.384546Z
3f3c5949-1264-417e-90e2-bd8f74c2800e,066f483c-b0a2-4833-bce8-577cfb6ab029,9c4d8ce8-18fb-469c-839a-97641f7f6a9c,5,Excellent quality,"Perfect for my needs, great build quality.",2022-03-27T21:26:32.471955Z,2022-12-21T21:02:39.675143Z
3b96701d-e715-4ef5-90e5-0736bd52cb37,badf32ef-5958-4003-81f7-af04937f6661,b9050064-bfc8-45f9-b041-922efa02a48e,5,Okay product,Good but could use some improvements.,2023-07-29T00:09:54.110412Z,2024-05-21T12:10:36.418675Z
7a9100e6-61ad-4ce8-9d36-4b6128dfbcf9,2dfcedf0-37c3-4f7a-808e-d81fe33b8005,dd3f656d-0519-4a21-a54f-5af11d1ece48,4,Amazing!,Excellent customer service and product.,2022-04-06T11:29:29.673693Z,2023-10-05T14:06:05.189030Z
2b719387-5415-4f7e-973f-bb2d2f19a06b,2dfcedf0-37c3-4f7a-808e-d81fe33b8005,4c48e6fa-2504-4413-a217-1156fd815796,2,Poor quality,Good product but a bit overpriced.,2024-02-26T13:12:25.344688Z,2024-03-30T10:21:38.509917Z
83e0b4c7-8e2e-491f-b318-bfe31ef11855,14028d7c-80a0-4a4a-92d6-490e0773a40e,f1fcc279-4524-4b65-8670-b206d7d0507f,5,Not bad,"Not what I expected, quality could be much improved.",2023-04-11T01:34:09.994609Z,2024-08-04T04:40:13.335740Z
148bbde4-fe3c-4350-b667-e794d041c4f3,14028d7c-80a0-4a4a-92d6-490e0773a40e,e2a9cf5f-fbeb-4a1c-b37f-eb49dd7ed290,1,Terrible,Best purchase I've made this year!,2023-01-25T01:59:51.379052Z,2024-04-09T15:13:03.221766Z
413ddb91-ee90-4d83-b6de-f43ec0bc336f,14028d7c-80a0-4a4a-92d6-490e0773a40e,29dd423b-b206-42c7-ab6f-113d8a6b77d5,1,Outstanding,Excellent customer service and product.,2023-03-10T08:16:40.184660Z,2023-06-03T04:04:17.424745Z
6836e147-0c77-4ddf-b656-fabc736e0cfb,14028d7c-80a0-4a4a-92d6-490e0773a40e,6ef86bbc-62b0-495b-a5e9-138d396947be,3,Okay product,Amazing quality and fast shipping!,2024-06-11T13:33:13.702173Z,2024-08-16T05:53:03.096931Z
f6ef16c8-4c54-4641-840e-c1dde2fce025,b1e11c29-6bef-4e90-9177-b07b772e92d5,394443c6-ec5d-4b6b-9279-dbfb519edafb,5,Disappointed,"Expected more based on reviews, but it's decent.",2022-07-23T11:26:30.498597Z,2024-01-22T22:50:10.730532Z
cffdfcf0-4520-4b21-9191-446b25e98439,b1e11c29-6bef-4e90-9177-b07b772e92d5,359bec97-089b-44ee-9463-688130c9ac72,4,Okay product,"Poor quality, broke after a week.",2023-02-03T00:35:50.937195Z,2024-10-06T06:04:46.700409Z
7c3eef36-63c9-4cba-a85d-47b1f84ced54,b1e11c29-6bef-4e90-9177-b07b772e92d5,f7edef60-ba8b-474b-9296-16765dafcefe,4,Excellent quality,Excellent customer service and product.,2024-04-23T23:47:52.772506Z,2024-10-27T10:00:09.940049Z
a03d4e07-c300-40ea-bf25-d560a81c16a3,b1e11c29-6bef-4e90-9177-b07b772e92d5,c3fcb921-9657-4dac-aa9c-7eafd981ce88,5,Amazing!,Good but could use some improvements.,2022-11-21T03:50:43.426127Z,2023-08-17T16:46:00.472445Z
77b76634-38cf-4144-83d5-2a048789e7fa,b1e11c29-6bef-4e90-9177-b07b772e92d5,98056214-d647-41bd-af6d-abacddd74686,5,Could be better,Excellent customer service and product.,2023-04-06T20:37:06.038258Z,2023-11-15T23:12:26.730276Z
383799e0-17c5-4846-a927-2230fb1c085e,b1e11c29-6bef-4e90-9177-b07b772e92d5,bf4f5e8e-9014-492b-b0a3-75fc6ccceacc,5,Terrible,Good product but a bit overpriced.,2022-08-10T11:13:12.712641Z,2024-03-22T00:23:52.381466Z
c620f68c-250d-46ae-b26f-1f51f46f1120,b1e11c29-6bef-4e90-9177-b07b772e92d5,e718a730-a76e-488b-9016-95c4a2ef7ed9,4,Disappointed,Exactly what I was looking for.,2024-04-18T03:44:31.680433Z,2024-12-07T13:26:22.369320Z
56303f03-cdaf-4964-8b12-2d92a30151d4,354d9978-b3ca-4265-bddb-c00d1df65be0,5dee2ca3-cd6d-4bf1-a790-74c06ea213d9,5,Excellent quality,"It's okay for the price, nothing special.",2024-08-06T05:29:27.391246Z,2024-09-20T17:38:10.569128Z
a8be30a2-2041-4e10-b50e-a73dfa76c938,354d9978-b3ca-4265-bddb-c00d1df65be0,359bec97-089b-44ee-9463-688130c9ac72,4,Fantastic,Excellent customer service and product.,2023-12-07T21:27:40.297007Z,2024-11-30T19:59:57.898626Z
223effea-2ead-444e-8fc7-de3c8df746c6,354d9978-b3ca-4265-bddb-c00d1df65be0,71316f1c-ed2d-4b6d-8c1f-438bd271a8cf,5,Outstanding,Good but could use some improvements.,2022-04-17T02:41:01.646195Z,2024-11-26T13:06:31.786372Z
2a0bf1cd-162d-40e0-a5f0-939606dbf923,354d9978-b3ca-4265-bddb-c00d1df65be0,72fff48f-fb1b-4777-b994-b0b11bc5abea,4,Perfect,"It's okay for the price, nothing special.",2023-10-11T14:32:37.845016Z,2023-10-27T21:18:54.441073Z
864d6ad8-4b2a-43ef-8fe8-13aba3edff48,354d9978-b3ca-4265-bddb-c00d1df65be0,0c9838a7-1d70-4d70-b5fe-805436fd6d6c,3,Amazing!,Exactly what I was looking for.,2023-01-26T03:12:54.492384Z,2023-06-02T11:50:58.486483Z
0ae1e898-07bf-48fb-b932-03f5b2124072,354d9978-b3ca-4265-bddb-c00d1df65be0,7f0972eb-52c5-462b-a855-c7bd54876143,5,Love it,"Average product, nothing outstanding.",2024-03-14T23:25:00.985259Z,2024-09-21T07:32:18.280608Z
a5b76bce-f049-4a67-a33e-dade23ef4633,354d9978-b3ca-4265-bddb-c00d1df65be0,a8e90bc0-b7e0-4167-a78d-8743a9a0d080,5,Disappointed,Good but could use some improvements.,2024-07-13T13:43:15.004359Z,2024-10-27T01:00:01.160825Z
04137c61-5a5e-4289-a41f-c113b8acf45a,d636cf16-f1f7-485b-80b1-dc82533e22cd,7b1c0969-070e-4c25-af04-a874ed958806,5,Fantastic,"Average product, nothing outstanding.",2023-09-07T10:21:10.599982Z,2024-04-14T07:35:25.202019Z
646ec9d5-f518-46bf-a4db-4ec969571f61,d636cf16-f1f7-485b-80b1-dc82533e22cd,521291b9-66c6-4e1f-972c-8c620bbbf598,4,Fantastic,I absolutely love this product! Exceeded my expectations.,2024-03-31T18:27:08.985023Z,2024-10-16T23:11:25.948092Z
941c1f09-f408-4aeb-9c8a-6267a4cbc099,d636cf16-f1f7-485b-80b1-dc82533e22cd,50809b15-c8ab-4b84-be0c-5cfe0856777f,4,Good value,"Would definitely buy again, very satisfied with the quality.",2022-04-12T22:51:08.528751Z,2022-08-11T20:36:50.411054Z
e652d0e3-5bf4-4080-bed9-93fbaccf98eb,d636cf16-f1f7-485b-80b1-dc82533e22cd,c754e1df-5783-44b7-983c-49096042ec1d,5,Poor quality,"Not what I expected, quality could be much improved.",2024-05-07T17:10:20.213660Z,2024-05-30T02:01:27.012098Z
3f8250f3-f299-497f-97d8-e2efbf11abb2,d636cf16-f1f7-485b-80b1-dc82533e22cd,1b6c65a0-4d4e-4502-81c3-7252da8a9d59,5,Could be better,I absolutely love this product! Exceeded my expectations.,2023-09-25T22:34:58.082598Z,2024-07-13T12:01:47.769832Z
05904662-ca3a-4505-9676-785a6a6699fb,d636cf16-f1f7-485b-80b1-dc82533e22cd,fab5bbd3-1af1-4a30-90bd-ad351f466734,5,Love it,Excellent customer service and product.,2024-03-07T11:11:15.684219Z,2024-06-28T09:12:34.881282Z
